,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport 
1061,18989,2017-07-20,2017,Budapest VIII. kerďż˝let,Kďż˝nyves Kďż˝lmďż˝n,,könnyű sérüléses,ütközés JOBBRÓL BALRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4821194444444,19.1036361111111,0,0,1,3,POINT (654234.861614726 237576.43339472753),jármű-jármű
1062,19008,2017-07-22,2017,Budapest VIII. kerďż˝let,Bďż˝rkocsis,Aurďż˝ra,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4935888888889,19.0710916666667,0,0,1,2,POINT (651781.7656969352 238850.33246346985),jármű-jármű
1063,19016,2017-07-23,2017,Budapest VIII. kerďż˝let,Hungďż˝ria,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.48798888888889,19.1082972222222,0,0,1,3,POINT (654585.6499790563 238229.2265342638),jármű-jármű
1064,19071,2017-07-28,2017,Budapest VIII. kerďż˝let,Jďż˝zsef,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt",sebesség nem megfelelő alkalmazása,egyéb,47.4915416666667,19.0756,0,0,1,2,POINT (652121.5436977926 238622.8397503933),jármű-jármű
1065,19126,2017-08-02,2017,Budapest VIII. kerďż˝let,Hďż˝s,Strďż˝zsa,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4963888888889,19.1084416666667,0,1,0,2,POINT (654595.8196127105 239163.10631394252),jármű-jármű
1066,19130,2017-08-02,2017,Budapest VIII. kerďż˝let,Bďż˝rkocsis,Tolnai Lajos,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.494125,19.0743972222222,0,0,1,2,POINT (652030.816975299 238910.01176444333),jármű-jármű
1067,19153,2017-08-05,2017,Budapest VIII. kerďż˝let,Harminckettesek,,könnyű sérüléses,"Gyalogos elütése, a gyalogos az úttesten halad a jármű menetirányával azonos irányba.",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4893444444444,19.0714027777778,0,0,1,2,POINT (651805.3454754534 238378.4623932261),gyalogos
1068,19163,2017-08-05,2017,Budapest VIII. kerďż˝let,Jďż˝zsef,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4896055555556,19.0707611111111,0,0,1,2,POINT (651756.9842916008 238407.47752920206),gyalogos
1069,19192,2017-08-07,2017,Budapest VIII. kerďż˝let,Kďż˝bďż˝nyai,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4871416666667,19.1052444444444,0,1,0,1,POINT (654355.66964129 238134.86529121816),jármű-jármű
1070,19201,2017-08-07,2017,Budapest VIII. kerďż˝let,Kerepesi,,könnyű sérüléses,"Pályaelhagyás járművel kanyarban, a menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4995305555556,19.0828888888889,0,0,1,1,POINT (652670.3869539882 239511.22236931938),egy jármű
1071,19214,2017-08-08,2017,Budapest VIII. kerďż˝let,Berzsenyi,Lďż˝gszesz,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4987333333333,19.0789527777778,0,0,1,2,POINT (652373.8718531163 239422.46814121655),jármű-jármű
1072,19255,2017-08-11,2017,Budapest VIII. kerďż˝let,Baross,Szďż˝z,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4896083333333,19.0751555555556,0,0,1,2,POINT (652088.1269606607 238407.88964531352),jármű-jármű
1073,19270,2017-08-12,2017,Budapest VIII. kerďż˝let,Baross,Illďż˝s,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4881694444444,19.0846833333333,0,1,0,1,POINT (652806.1652195246 238248.20894903128),gyalogos
1074,19277,2017-08-12,2017,Budapest VIII. kerďż˝let,Orczy,Kďż˝ris,könnyű sérüléses,Menetirány szerint  a BAL oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4872222222222,19.0924972222222,0,0,2,4,POINT (653395.0548611353 238143.20292205265),jármű-jármű
1075,19292,2017-08-14,2017,Budapest VIII. kerďż˝let,Jďż˝zsef,Baross,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,1,0,2,POINT (651775.5136283527 238756.1405311049),gyalogos
1076,19296,2017-08-14,2017,Budapest VIII. kerďż˝let,Kďż˝bďż˝nyai,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4886166666667,19.0974694444444,0,0,1,2,POINT (653769.6558325976 238298.45282834754),gyalogos
1077,19299,2017-08-14,2017,Budapest VIII. kerďż˝let,Baross,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.5005111111111,19.0821138888889,0,0,1,2,POINT (652611.9511010204 239620.2107226756),gyalogos
1078,19343,2017-08-17,2017,Budapest VIII. kerďż˝let,Teleki Lďż˝szlďż˝,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4933555555556,19.0851666666667,0,0,1,1,POINT (652842.3178089072 238824.79256322165),gyalogos
1079,19347,2017-08-18,2017,Budapest VIII. kerďż˝let,Mďż˝zeum,,könnyű sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4938527777778,19.06035,0,0,1,2,POINT (650972.3852647126 238879.49285177927),jármű-jármű
1080,19349,2017-08-18,2017,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,könnyű sérüléses,Utasbalesetek,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4994111111111,19.0789138888889,0,0,3,1,POINT (652370.9126441171 239497.8192277425),utasbaleset
1081,19358,2017-08-19,2017,Budapest VIII. kerďż˝let,Kďż˝bďż˝nyai,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4883027777778,19.0999527777778,0,0,1,2,POINT (653956.813485845 238263.6762460803),jármű-jármű
1082,19413,2017-08-23,2017,Budapest VIII. kerďż˝let,Kerepesi,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4995361111111,19.0917638888889,0,0,1,1,POINT (653339.0357047537 239512.17150833172),gyalogos
1083,19440,2017-08-26,2017,Budapest VIII. kerďż˝let,Hungďż˝ria,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4907333333333,19.1086694444444,0,0,2,3,POINT (654613.4649962449 238534.36187628945),gyalogos
1084,19478,2017-08-29,2017,Budapest VIII. kerďż˝let,Blaha Lujza,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4962111111111,19.0703027777778,0,0,1,1,POINT (651722.242516583 239141.84194751567),jármű-jármű
1085,19492,2017-08-30,2017,Budapest VIII. kerďż˝let,Baross,,súlyos sérüléses,Azonos irányból érkező járművek ütközése a belső sávban haladó jármű JOBBRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4889916666667,19.0816027777778,0,1,0,2,POINT (652573.9854610242 238339.51690877246),jármű-jármű
1086,19508,2017-08-31,2017,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.498675,19.0763027777778,0,0,1,3,POINT (652174.2181690566 239415.90870095047),jármű-jármű
1087,19516,2017-09-01,2017,Budapest VIII. kerďż˝let,Rďż˝kďż˝czi,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4956333333333,19.0657416666667,0,1,0,2,POINT (651378.5975545988 239077.52182208936),gyalogos
1088,19522,2017-09-01,2017,Budapest VIII. kerďż˝let,Bďż˝rkocsis,Aurďż˝ra,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4943888888889,19.076025,0,0,1,2,POINT (652153.4571838581 238939.39147584123),jármű-jármű
1089,19532,2017-09-02,2017,Budapest VIII. kerďż˝let,Hungďż˝ria,Kerepesi,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.499075,19.1083194444444,0,0,1,2,POINT (654586.3824907736 239461.72860141887),jármű-jármű
1090,19565,2017-09-05,2017,Budapest VIII. kerďż˝let,Baross,,súlyos sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4894305555556,19.0700916666667,0,1,0,2,POINT (651706.5437497929 238388.00778165276),jármű-jármű
1091,19566,2017-09-05,2017,Budapest VIII. kerďż˝let,Baross,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",egyéb,megfelelő oldaltávolság hiánya,47.4893833333333,19.0782305555556,0,0,1,2,POINT (652319.852649268 238382.9585985074),gyalogos
1092,19586,2017-09-07,2017,Budapest VIII. kerďż˝let,Fecske,Bďż˝rkocsis,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4947583333333,19.0751166666667,0,0,1,2,POINT (652085.002081503 238980.4409260569),gyalogos
1093,19593,2017-09-07,2017,Budapest VIII. kerďż˝let,Kerepesi,,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4995305555556,19.0828888888889,0,1,0,2,POINT (652670.3869539882 239511.22236931938),jármű-jármű
1094,19594,2017-09-07,2017,Budapest VIII. kerďż˝let,Bďż˝rkocsis,Tolnai Lajos,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4935888888889,19.0710916666667,0,0,1,3,POINT (651781.7656969352 238850.33246346985),jármű-jármű
1095,19607,2017-09-08,2017,Budapest VIII. kerďż˝let,Orczy,Golgota,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.47948611111111,19.0903305555556,0,0,1,2,POINT (653232.2381113856 237283.05193695772),jármű-jármű
1096,19626,2017-09-10,2017,Budapest VIII. kerďż˝let,Jďż˝zsef,,súlyos sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4894388888889,19.0705527777778,0,1,0,2,POINT (651741.2905706344 238388.94390795627),jármű-jármű
1097,19632,2017-09-11,2017,Budapest VIII. kerďż˝let,Kďż˝bďż˝nyai,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4882222222222,19.1005722222222,0,1,0,1,POINT (654003.4987368722 238254.75134594573),gyalogos
1098,19649,2017-09-12,2017,Budapest VIII. kerďż˝let,ďż˝llďż˝i,,súlyos sérüléses,Szilárd tárgynak ütközés az útpályán,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4823055555556,19.0796388888889,0,1,0,2,POINT (652426.290576913 237596.12787596363),egy jármű
1099,19669,2017-09-14,2017,Budapest VIII. kerďż˝let,Kďż˝ris,Diďż˝szegi Sďż˝muel,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4872222222222,19.0885527777778,0,0,1,1,POINT (653097.8084335756 238143.04338989712),jármű-jármű
1100,19684,2017-09-15,2017,Budapest VIII. kerďż˝let,Somogyi Bďż˝la,,könnyű sérüléses,Utasbalesetek,egyéb,egyéb,47.4943333333333,19.0697305555556,0,0,1,2,POINT (651679.1846629931 238933.06761662933),utasbaleset
1101,19687,2017-09-15,2017,Budapest VIII. kerďż˝let,Jďż˝zsef,,könnyű sérüléses,ütközés JOBBRÓL történő előzés közben,egyéb,le- és felszállás közbeni figyelmetlenség,47.4962166666667,19.0709,0,0,1,2,POINT (651767.2403298116 239142.47226781643),jármű-jármű
1102,19748,2017-09-20,2017,Budapest VIII. kerďż˝let,ďż˝llďż˝i,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt",gyalogosok hibája,tilos jelzésen való áthaladás,47.486775,19.0676833333333,0,0,1,3,POINT (651525.1356793919 238092.7290342761),gyalogos
1103,19749,2017-09-20,2017,Budapest VIII. kerďż˝let,Jďż˝zsef,Baross,könnyű sérüléses,Utasbalesetek,gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,0,1,2,POINT (651775.5136283527 238756.1405311049),gyalogos
1104,19754,2017-09-20,2017,Budapest VIII. kerďż˝let,ďż˝llďż˝i,Ferenc,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4800083333333,19.0865722222222,0,1,1,2,POINT (652948.9471061957 237340.96537936313),gyalogos
1105,19758,2017-09-21,2017,Budapest VIII. kerďż˝let,Kun,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4936,19.0822055555556,0,0,1,4,POINT (652619.1877911723 238851.86850782603),jármű-jármű
1106,19762,2017-09-21,2017,Budapest VIII. kerďż˝let,Mosonyi,Festetics Gyďż˝rgy,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4984972222222,19.0819111111111,0,0,1,2,POINT (652596.7694429095 239396.30923428613),gyalogos
1107,19769,2017-09-21,2017,Budapest VIII. kerďż˝let,Bďż˝rkocsis,Aurďż˝ra,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4943833333333,19.0760444444444,0,0,2,4,POINT (652154.9225021007 238938.77435015276),jármű-jármű
1108,19773,2017-09-22,2017,Budapest VIII. kerďż˝let,Diďż˝szegi Sďż˝muel,,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4884333333333,19.08765,0,1,0,2,POINT (653029.7093684154 238277.6543324216),gyalogos
1109,19794,2017-09-25,2017,Budapest VIII. kerďż˝let,ďż˝llďż˝i,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4822777777778,19.0800472222222,0,0,3,2,POINT (652457.0659632317 237593.0519951235),jármű-jármű
1110,19814,2017-09-27,2017,Budapest VIII. kerďż˝let,Kďż˝nyves Kďż˝lmďż˝n,Elnďż˝k,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4753361111111,19.0981444444444,0,0,1,2,POINT (653821.4576672057 236822.0208783527),jármű-jármű
1111,19853,2017-09-30,2017,Budapest VIII. kerďż˝let,Kerepesi,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4995277777778,19.0836611111111,0,0,2,3,POINT (652728.5668898874 239510.9393768027),jármű-jármű
1112,19868,2017-10-02,2017,Budapest VIII. kerďż˝let,Kerepesi,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.499525,19.0845916666667,0,1,2,2,POINT (652798.6757840358 239510.66244369448),egy jármű
1113,19904,2017-10-05,2017,Budapest VIII. kerďż˝let,Prďż˝ter,Vajdahunyad,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4868027777778,19.0830916666667,0,1,0,2,POINT (652686.2892408316 238096.2155288859),jármű-jármű
1114,19934,2017-10-07,2017,Budapest VIII. kerďż˝let,Jďż˝zsef,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4968888888889,19.0704972222222,0,0,1,2,POINT (651736.8718924437 239217.1982115793),gyalogos
